sale_date,gross_sale_price,mileage,make,model,model_year,color,grade,drivable
20241217,18700,57367,INFINITI,QX60,2020,,4,N
20240625,7400,90068,NISSAN,ROGUE SPORT,2019,,1.9,N
20240430,15100,44026,FORD,ECOSPORT,2022,,4.3,N
20240903,5600,107757,HYUNDAI,SONATA,2018,,1.3,N
20240102,6700,53584,NISSAN,ALTIMA,2016,,1.4,N
20240116,11100,65223,BMW,228I,2016,,3.4,N
20240528,6500,80773,HONDA,CIVIC,2016,,1.3,N
20240507,9100,84073,NISSAN,ALTIMA,2019,,2.8,N
20240709,17700,105628,CHEVROLET,SILVERADO 1500,2016,,4.4,N
20240702,6400,101873,NISSAN,ALTIMA,2017,,2.4,N
20240712,16200,29015,HONDA,CR-V,2022,,1.4,N
20240308,14600,64926,TOYOTA,CAMRY,2015,,4.3,N
20240913,2500,123938,DODGE,GRAND CARAVAN,2013,,2.7,N
20240216,14000,20487,HYUNDAI,ELANTRA,2020,,4.5,N
20241004,11250,76766,MERCEDES-BENZ,CLA 250,2018,,2.6,N
20240927,14750,26845,NISSAN,SENTRA,2023,,3.3,N
20240620,13200,78668,GMC,ACADIA,2018,,2.3,N
20240131,2600,95295,CHRYSLER,200,2016,,1.4,N
20240529,12000,30794,KIA,OPTIMA,2020,,1.7,N
20240326,2800,100461,CHEVROLET,EQUINOX,2015,,2,N
20241119,3000,124764,SUBARU,IMPREZA,2018,,1.3,N
20241105,16500,54298,KIA,SPORTAGE,2020,,4.5,N
20240903,7900,120663,HYUNDAI,TUCSON,2017,,4.3,N
20240131,15600,73000,HONDA,CR-V,2018,,1.3,N
20240122,8300,116100,CHEVROLET,CAMARO,2015,,4.2,N
20240812,13200,117777,FORD,F-150,2015,,2.4,N
20241021,14000,42367,HYUNDAI,TUCSON,2020,,4.6,N
20240422,7600,74089,MITSUBISHI,MIRAGE,2020,,3.9,N
20240415,3200,197486,TOYOTA,CAMRY,2016,,2.2,N
20240924,3400,144624,CHEVROLET,MALIBU,2015,,2.6,N
20240130,8500,134989,HYUNDAI,KONA,2018,,3.6,N
20240326,7200,51106,SCION,FR-S,2013,,1.7,N
20241218,4000,99082,HYUNDAI,SONATA HYBRID,2014,,2,N
20240717,5800,30219,FOUR WINDS,DUTCHMEN EXPRESS 28A,2007,,1,N
20240613,13500,93135,HONDA,CR-V,2017,,2.3,N
20241031,19200,8072,MITSUBISHI,OUTLANDER SPORT,2023,,4.9,N
20240314,2000,123046,DODGE,CHALLENGER,2014,,1,N
20240124,7250,131392,CHEVROLET,COLORADO,2015,,3,N
20240612,12750,64495,JEEP,RENEGADE,2019,,4,N
20240802,4700,197970,CHEVROLET,IMPALA,2015,,1.5,N
20240906,500,111416,NISSAN,SENTRA,2019,,1.1,N
20240509,10800,76625,FORD,ESCAPE 4X4 4C,2019,,3.7,N
20240411,3300,90969,KIA,FORTE,2019,,1.6,N
20240229,20400,22096,NISSAN,KICKS,2022,,4.5,N
20241003,4050,113270,DODGE,CHARGER SX,2019,,0.6,N
20240815,12200,41105,HONDA,CIVIC LX,2019,,1.8,N
20240711,6200,124953,DODGE,GRAND CARAVAN,2015,,1.9,N
20240718,3000,93056,NISSAN,ALTIMA,2016,,2.1,N
20240910,4700,116794,CHEVROLET,MALIBU,2018,,1.5,N
20240123,22800,20211,HONDA,CIVIC,2023,,4.9,N
20240402,19800,2972,MAZDA,CX-30,2023,,4.8,N
20240416,3700,112454,NISSAN,SENTRA,2018,,2.5,N
20241211,47000,107327,CADILLAC,ESCAL ESV 4X2V8,2021,,3.5,N
20241211,10450,118284,FORD,EXPLORER FWD V6,2019,,2.6,N
20240717,4400,95720,HYUNDAI,SONATA,2018,,1,N
20240320,40000,49313,LANDROVER,RANGE R SPT 6C,2021,,3.1,N
20241230,6600,102002,NISSAN,ROGUE AWD 4C,2019,,2,N
20241009,17600,53134,TOYOTA,COROLLA FWD 4C,2023,,3.8,N
20240220,4100,113520,JEEP,CHEROKEE 4X4 V6,2016,,1.3,N
20240117,33500,20683,CHEVROLET,CAMARO V8,2022,,3.6,N
20240123,15800,130054,FORD,F150 4X2 CR,2015,,3,N
20240723,3200,174777,INFINITI,QX80 4X2,2014,,1.5,N
20240320,8250,118715,NISSAN,ALTIMA 4C,2018,,2.2,N
20240522,17500,142844,TOYOTA,TUNDRA 4X2 CR,2018,,2.6,N
20241107,4000,121308,NISSAN,SENTRA,2019,,2.7,N
20240307,7000,186129,FORD,EDGE FWD SUV,2015,,3.6,N
20240509,500,150089,KIA,OPTIMA,2014,,2,N
20240104,8500,119825,TOYOTA,CAMRY 4C,2016,,2.4,N
20240227,12000,70224,DODGE,CHARGER 4X2 V8,2014,,2.4,N
20241217,9800,71448,KIA,FORTE,2021,,2.8,N
20240220,5500,99867,NISSAN,SENTRA,2017,,2.6,N
20240125,11800,94284,CHEVROLET,COLORADO 4X2 EX,2018,,4.2,N
20240718,3300,80577,FORD,FOCUS FWD 4C,2018,,1.9,N
20241205,4700,142489,LAND ROVER,RANGE R SPT V6,2015,,2.6,N
20240522,1500,132225,CHEVROLET,CRUZE,2017,,0,N
20241016,12300,193583,TOYOTA,HIGHLNDR AWD V6,2019,,2.1,N
20240125,9700,161632,FORD,F150 4X2 CR,2017,,2.5,N
20240307,9100,102403,KIA,SPORTAGE AWD 4C,2020,,3.2,N
20240208,13600,69326,TOYOTA,COROLLA,2020,,2.9,N
20240213,8600,138946,DODGE,CHALLENGER V6,2016,,2,N
20240625,11200,71559,HYUNDAI,SANTA SP FWD 4C,2017,,3.7,N
20241029,14800,8101,MITSUBISHI,MIRAGE G4,2024,,4.7,N
20241105,22400,48108,TOYOTA,CAMRY FWD 4C,2023,,4.3,N
20240110,5300,124040,HYUNDAI,TUCSON AWD 4C,2017,,2,N
20240115,4500,177248,ACURA,RLX FWD,2014,,2.1,N
20240415,8400,83717,CHEVROLET,TRAX AWD,2020,,2.9,N
20241028,13100,105890,FORD,RANGER 4X2 CR,2019,,2.4,N
20240624,3000,122431,JEEP,CHEROKEE FWD V6,2016,,2.9,N
20241104,6000,101311,MERCEDES B,C300W,2017,,3,N
20241202,12250,75737,NISSAN,ROGUE FWD 4C,2019,,3.7,N
20240325,7000,121519,VOLKSWAGEN,TIGUAN FWD,2019,,3.9,N
20240312,14700,57971,FORD,ECOSPORT 4X4 4C,2020,,3.9,N
20241008,7300,63345,JEEP,RENEGADE 4X4 4C,2021,,1.8,N
20240806,7800,113935,TOYOTA,CAMRY 4C,2017,,1.9,N
20240201,28000,39863,GMC TRUCK,G2500 CARGO V8,2020,,3.1,N
20240411,9400,99081,MERCEDES,C300W,2018,,1.3,N
20241010,5300,96878,VOLKSWAGEN,JETTA,2017,,2.3,N
20240116,13600,58108,MAZDA,MAZDA3 FWD 4C,2019,,3.5,N
20240229,8600,90563,CHEVROLET,TRAX AWD,2018,,2.3,N
20240613,18000,8774,MITSUBISHI,OUTLAND SPT,2024,,4.6,N
20241127,12000,72361,CHEVROLET,EQUINOX AWD,2021,,3.3,N
20240828,11250,88505,FORD,F150 4X2 RG,2016,,3.2,N
20240131,900,114959,KIA,OPTIMA,2015,,1.3,N
20240605,5800,107431,NISSAN,ROGUE SPORT FWD,2018,,1.7,N
20240215,2700,105791,CHEVROLET,TRAVERSE FWD,2012,,2.8,N
20240123,750,138516,KIA,FORTE,2017,,1,N
20241127,15250,21974,NISSAN,SENTRA,2023,,2.8,N
20240822,27400,87701,CHEVROLET,1500 SLV 4X4 CR,2018,,4.8,N
20240328,8200,147527,FORD,EXPLORER FWD V6,2016,,3.5,N
20240229,7000,46856,HYUNDAI,TUCSON FWD 4C,2019,,2.1,N
20240321,22200,44999,MITSUBISHI,OUTLAND 4X4,2022,,4.2,N
20241114,6200,110774,TOYOTA,CAMRY 4C,2013,,2.5,N
20240513,11400,21312,HONDA,CIVIC,2020,,2.3,N
20241213,17300,52343,CHEVROLET,EQUINOX FWD,2021,,4.8,N
20241108,12000,15305,MITSUBISHI,MIRAGE,2024,,4.2,N
20240120,23500,50016,DODGE,DURANGO,2021,,3.6,N
20241016,15250,80751,CHRYSLER,VOYAGER,2020,,4.3,N
20240314,18900,51243,DODGE,CHALLENGER,2021,,3.6,N
20240308,16900,39374,DODGE,DURANGO,2020,,2.1,N
20240702,12300,68518,DODGE,CHARGER,2018,,2.1,N
20241029,14100,6614,JEEP,CHEROKEE,2022,,2.1,N
20240702,13100,105479,JEEP,WRANGLER,2014,,3.4,N
20240827,34600,46222,RAM,1500,2022,,4.1,N
20240809,12250,57208,JEEP,CHEROKEE,2017,,4.1,N
20241030,10000,66878,DODGE,JOURNEY,2018,,3.5,N
20241112,13200,27116,JEEP,RENEGADE,2020,,3.3,N
20240911,4300,92622,JEEP,COMPASS,2016,,2.4,N
20240102,6000,104541,NISSAN,ROGUE,2017,,2.3,N
20240903,7800,97225,NISSAN,TITAN,2017,,2.5,N
20240411,17000,34296,JEEP,CHEROKEE,2019,,3.7,N
20240703,7500,147359,DODGE,CHARGER,2016,,2.5,N
20240816,7300,117116,DODGE,GRAND CARAVAN,2017,,1.8,N
20240104,17200,14564,JEEP,WAGONEER S,2022,,0.6,N
20240711,7000,111420,JAGUAR,XJL,2017,,1.8,N
20240416,6300,76073,JEEP,PATRIOT FWD 4C,2017,,1.5,N
20240605,7800,113674,NISSAN,ALTIMA 4C,2015,,3.5,N
20241127,18250,62813,DODGE,CHALLENG 4X2 V6,2021,,3.8,N
20240103,6000,86509,JEEP,RENEGADE FWD 4C,2015,,3.7,N
20240328,17900,39649,JEEP,COMPASS 4X4,2019,,3.5,N
20241121,23200,4706,JEEP,RENEGADE,2023,,4.6,N
20241008,4100,155003,HYUNDAI,ACCENT,2020,,1.8,N
20241205,425,155942,DODGE,DART,2015,,1.1,N
20240912,17000,111293,RAM,1500 4X4 V8 QD,2019,,4.2,N
20240425,16800,35055,DODGE,CHALLENG 4X2 V6,2021,,1,N
20240806,21000,75974,CHEVROLET,COLORADO 4X4 CR,2021,,2.4,N
20240103,15000,121161,JEEP,WRANG UNLTD,2015,,3.5,N
20240703,13200,109909,SUBARU,CROSSTREK,2019,,4.4,N
20240408,31000,70219,JEEP,GLADIAT 4X4 CR,2020,,4.8,N
20241015,15600,105460,FORD,F150 4X4 CR,2017,,2.7,N
20240411,19800,128558,RAM,2500 4X4 6C CR,2019,,2,N
20240531,15000,73268,RAM,1500 4X4 V6 CR,2020,,1,N
20241120,22750,18006,JEEP,COMPASS,2024,,4.8,N
20240307,7500,144888,FORD,F-150,2013,,2.3,N
20240627,4200,133423,FORD,ESCAPE FWD 4C,2014,,2.8,N
20240801,17600,365364,RAM,3500 4X4 CR,2021,,3.3,N
20240321,31000,29170,JEEP,WRANGLER UNLIMITED,2021,,4.4,N
20240913,20000,73567,JEEP,GRAND CHEROKEE,2021,,3.9,N
20240924,24300,25564,JEEP,CHEROKEE,2022,,4.5,N
20241126,28600,9852,RAM,1500,2021,,4.5,N
20240510,22200,20889,JEEP,CHEROKEE,2021,,4.7,N
20241112,26000,36067,JEEP,WRANGLER 4XE,2021,,4.6,N
20240709,25400,40353,JEEP,GRAND CHEROKEE,2021,,4.6,N
20240828,34000,22330,DODGE,DURANGO,2022,,4.8,N
20240807,31800,34070,JEEP,WRANGLER 4XE,2021,,4.8,N
20241205,32000,12486,JEEP,GRAND CHEROKEE,2022,,4.2,N
20241017,21200,33085,JEEP,CHEROKEE 4X4 V6,2021,,4.6,N
20241205,27200,42299,JEEP,WRANGLER V6,2021,,4.3,N
20240501,31000,40661,JEEP,WRANGLER 4C,2021,,4.8,N
20240827,32500,27836,JEEP,GR CHERL 4X4 V6,2022,,4.3,N
20240220,40750,23037,RAM,1500 4X4 V8 CR,2022,,4.4,N
20240103,22250,34384,JEEP,GR CHERO 4X4 V6,2020,,3.5,N
20240717,20250,78817,RAM,1500 4X4 V6 CR,2021,,2,N
20240919,21400,29654,JEEP,CHEROKEE 4X4 V6,2021,,3.3,N
20240808,21100,20591,JEEP,RENEGADE 4X4,2022,,4.7,N
20240221,32000,20469,JEEP,WRANGLER 4XE 4C,2021,,,N
20240314,32400,20111,RAM,1500 4X4 V8 QD,2022,,4.4,N
20240221,37000,37077,DODGE,DURANGO AWD V8,2021,,3.7,N
20240916,32500,24679,JEEP,WRANGLER 4XE 4C,2021,,4.8,N
20240709,33500,30220,JEEP,WRANGLER 4XE 4C,2021,,4.7,N
20240220,24900,20433,JEEP,CHEROKEE 4X4 V6,2021,,4.2,N
20240417,18500,35186,JEEP,GR CHERO 4X2 V6,2020,,2.5,N
20240829,28800,43067,RAM,1500 4X2 V8 QD,2021,,4.5,N
20241227,1300,202845,FORD,FUSION,2014,,2.5,Y
20241220,5250,123517,TOYOTA,YARIS IA,2017,,2.5,Y
20241217,12400,80090,RAM,1500 CLASSIC,2019,,,Y
20241212,4400,112474,HONDA,ACCORD SDN,2013,,0.7,Y
20241210,3200,220664,CHEVROLET,TAHOE 4X2 V8,2011,,2,Y
20241205,10000,115957,CHEVROLET,SILVERADO 1500,2016,,3.2,Y
20241203,5000,78550,FORD,FIESTA,2017,,3.5,Y
20241127,1600,229736,NISSAN,MURANO FWD,2014,,3.5,Y
20241125,5100,163230,TOYOTA,AVALON V6,2018,,2.3,Y
20241120,2600,163100,NISSAN,ALTIMA,2017,,3.6,Y
20241119,3800,136560,KIA,SOUL,2016,,2.6,Y
20241114,7250,112604,HYUNDAI,GENESIS V6,2013,,3.1,Y
20241112,4800,137694,KIA,OPTIMA,2018,,3,Y
20241107,4500,133417,LEXUS,ES 350,2011,,2.6,Y
20241105,8000,71560,GMC,TERRAIN,2018,,4,Y
20240717,15000,,KEYSTONE RV,2016 M-312 BH,2016,,2.5,N
20240320,56000,13097,GMC,YUKON XL 4WD,2023,,4.8,N
20240731,6600,75931,CHEVROLET,MALIBU,2017,,1.9,N
20240102,31500,23759,JEEP,GLADIATOR 4WD V6,2021,,4.9,N
20240215,29800,18654,HONDA,ODYSSEY,2022,,2.3,N
20240403,38250,23744,JEEP,GLADIATOR 4WD V6,2020,,4.6,N
20240515,27700,18970,HONDA,PASSPORT AWD,2021,,4.1,N
20240626,22400,20591,JEEP,CHEROKEE 4WD V6,2021,,4.3,N
20240813,22750,23419,HONDA,PASSPORT,2020,,3.7,N
20241001,34500,33969,FORD,F-150 4WD V6,2021,,3.9,N
20241107,28000,27752,JEEP,G CHER LTD,2022,,3.4,N
20240523,17500,67552,TOYOTA,CAMRY,2021,,3.5,Y
20240208,13000,69311,FORD,ESCAPE,2020,,2.9,Y
20241203,13900,35155,KIA,FORTE,2023,,3.9,Y
20240903,16000,30243,KIA,SOUL,2023,,4.4,Y
20240320,17000,24720,KIA,SOUL,2023,,4.8,Y
20240828,18400,31526,CHEVROLET,CAMARO,2020,,3.1,Y
20240103,20600,39545,TOYOTA,CAMRY,2022,,4.3,Y
20240827,21750,39699,MAZDA,CX-5,2023,,4.3,Y
20240130,21400,15879,MAZDA,CX-30,2023,,4.7,Y
20240123,26500,31177,INFINITI,QX50,2022,,4.1,Y
20241217,35000,26853,FORD,EXPLORER,2024,,4.6,Y
20240207,12400,105283,JEEP,COMPASS,2021,,3.9,Y
20240214,15000,77462,JEEP,CHEROKEE,2019,,4.4,Y
20240911,20000,46463,DODGE,CHARGER,2023,,3.6,Y
20241113,22000,22688,TOYOTA,CAMRY,2024,,4.6,Y
20241113,27600,17302,TOYOTA,RAV4,2024,,4.5,Y
20240124,8400,98288,CHEVROLET,MALIBU,2020,,2.2,Y
20241031,11500,109734,TOYOTA,CAMRY 4C,2020,,2.5,Y
20240530,14250,92927,TOYOTA,CAMRY,2022,,2.8,Y
20240905,16000,26769,KIA,FORTE,2023,,4.2,Y
20240906,16700,39041,TOYOTA,COROLLA,2020,,3.4,Y
20240112,18500,15697,TOYOTA,COROLLA,2023,,4.2,Y
20241002,20000,20483,FORD,ESCAPE,2023,,4,Y
20240528,21500,43085,NISSAN,MURANO,2023,,4.5,Y
20240719,20800,47688,TOYOTA,RAV4,2021,,4.2,Y
20240508,25200,63771,FORD,BRONCO SPORT,2021,,4.2,Y
20240301,25200,15822,NISSAN,ALTIMA FWD 4C,2023,,4.6,Y
20240221,34200,16603,TOYOTA,4RUNNER,2023,,2.4,Y
20240208,35500,21959,TOYOTA,4RUNNER,2023,,3.2,Y
20241107,6100,106954,KIA,FORTE,2021,,2,Y
20240612,11200,108781,TOYOTA,COROLLA,2021,,2.3,Y
20240409,10400,89992,KIA,SOUL,2021,,3.5,Y
20240720,12700,101128,TOYOTA,COROLLA,2021,,3.3,Y
20240124,13250,51848,KIA,FORTE,2022,,2.8,Y
20240108,13100,66792,HYUNDAI,ELANTRA,2021,,3.2,Y
20241003,14400,84562,TOYOTA,COROLLA,2022,,3.1,Y
20240220,14000,43115,KIA,SOUL,2022,,4.1,Y
20240529,13750,45401,CHEVROLET,MALIBU,2022,,2.7,Y
20240117,14000,100054,MAZDA,CX-5 FWD 4C,2019,,4.3,Y
20241204,13900,53482,CHEVROLET,MALIBU,2022,,3.6,Y
20240604,15600,54698,HYUNDAI,SONATA,2020,,3.6,Y
20240603,15800,76951,CHEVROLET,BLAZER FWD V6,2019,,3.8,Y
20241120,17000,23849,HYUNDAI,ELANTRA,2024,,2.9,Y
20240821,16250,78032,CHRYSLER,300 4X2 V6,2021,,3.4,Y
20240123,16900,39115,KIA,SORENTO FWD V6,2020,,3.5,Y
20241217,16600,53691,DODGE,CHARGER 4X2 V6,2022,,2.8,Y
20240522,17200,54474,KIA,K5 FWD 4C,2022,,3.7,Y
20240118,18800,52595,CHEVROLET,CAMARO 4C,2020,,4,Y
20240214,19000,68237,CHRYSLER,PACIFICA FWD,2020,,3.6,Y
20240823,17500,40397,KIA,K5 FWD 4C,2022,,3.4,Y
20240522,18500,60534,HONDA,CR V FWD 4C,2019,,3.3,Y
20241023,19400,22544,TOYOTA,COROLLA FWD 4C,2024,,4.1,Y
20240529,19700,55913,SUBARU,OUTBACK 4C,2019,,4.3,Y
20240201,18700,31458,HONDA,HR-V AWD,2022,,3.6,Y
20240409,19900,73620,GMC TRUCK,ACADIA AWD V6,2019,,4.1,Y
20240116,21250,25988,TOYOTA,COROLLA CR FWD,2022,,4.1,Y
20240509,18800,15866,TOYOTA,COROLLA FWD 4C,2023,,4.7,Y
20240516,20400,66918,FORD,EDGE AWD SUV,2020,,3.7,Y
20240522,20100,15244,TOYOTA,COROLLA FWD 4C,2024,,4.4,Y
20240320,21000,24737,DODGE,CHALLENG 4X2 V6,2023,,3.5,Y
20241122,21800,38733,JEEP,CHEROKEE 4X4 V6,2022,,4,Y
20241217,21250,30828,TOYOTA,CAMRY FWD 4C,2023,,4,Y
20240207,23200,17701,MAZDA,CX-30,2023,,4.6,Y
20240524,22400,52021,HYUNDAI,PALISADE FWD,2021,,3.7,Y
20240905,22800,39156,CHRYSLER,PACIFICA FWD,2022,,3.1,Y
20240402,24500,22266,TOYOTA,CAMRY FWD 4C,2023,,4.1,Y
20241018,24600,61222,LEXUS,NX FWD 4C,2021,,4.3,Y
20240120,25900,45659,FORD,EXPLORER 4X2 4C,2022,,4,Y
20240423,25700,41882,MERCEDES,GLA250W4,2021,,4.2,Y
20240201,28300,47865,ACURA,MDX FWD V6,2020,,4.4,Y
20240308,27500,18494,CHEVROLET,TRAVERSE FWD,2023,,3.7,Y
20240612,32900,52336,CHEVROLET,1500 SLV 4X4 CR,2021,,2.4,Y
20241126,31000,20435,TOYOTA,RAV4 AWD,2024,,4,Y
20240227,37500,26857,JEEP,GLADIAT 4X4 CR,2023,,4.8,Y
20240117,36250,23004,TOYOTA,4RUNNER 4X4,2023,,4.1,Y
20240215,39300,16186,TOYOTA,SIENNA FWD,2023,,4.8,Y
20241010,45500,48557,FORD,EXPEDIT MAX 4X4,2022,,4.6,Y
20241002,1000,186709,CHEVROLET,TRAX,2015,,1.9,Y
20241008,5900,104480,JEEP,RENEGADE FWD 4C,2016,,3,Y
20241015,6500,128014,LAND ROVER,DISCOVERY SPORT,2016,,3.5,Y
20241022,1600,187706,FORD,EXPLORER FWD V6,2013,,0,N
20241029,15000,139076,CHEVROLET,TAHOE 4X2 V8,2020,,3.7,Y
20241101,7400,71238,KIA,SOUL,2017,,2.4,Y
20241107,8500,43137,KIA,SOUL,2018,,2.6,Y
20241114,15500,30261,VOLKSWAGEN,TAOS FWD,2022,,4.4,Y
20241121,8500,100034,LEXUS,ES 350,2013,,2.1,Y
20241127,5700,94760,JEEP,GRAND CHEROKEE,2014,,0,N
20241205,6400,108039,CHEVROLET,TRAX FWD,2017,,4,Y
20241212,700,149394,HONDA,ACRD X TOUR FWD,2010,,0,N
20241219,5750,71668,JEEP,GR CHERO 4X2 V6,2012,,4.3,Y
20241230,8200,113176,JAGUAR,F-PACE,2018,,4.2,Y
20250108,3500,154105,HYUNDAI,SONATA LTD,2011,,2.4,Y
20250114,600,153871,CHEVROLET,SONIC,2012,,1.3,Y
20250121,3500,54013,FORD,FIESTA FWD,2012,,3.3,Y
20250128,42250,33825,FORD,350 SRW 4X2 CR,2022,,2.9,Y
20250205,14000,67155,JEEP,COMPASS,2019,,4.3,Y
20250211,11500,95411,DODGE,CHARGER 4X2 V6,2019,,2,Y
20250218,4400,138993,KIA,SORENTO FWD V6,2016,,3.4,Y
20250225,1900,179462,FORD,FOCUS FWD 4C,2016,,4.1,Y
20250304,4500,150912,NISSAN,ARMADA,2015,,1.9,Y
20250307,17500,105787,TOYOTA,AVALON,2019,,3.6,Y
20250313,5700,78438,MERCEDES B,C300W4,2016,,0,N
20250320,700,122911,FORD,ESCAPE 4X4 4C,2013,,0,N
20250326,15500,43952,NISSAN,SENTRA,2023,,3.9,Y
20240703,700,138367,CADILLAC,CTS 4X2,2009,,0,N
20240711,10100,138760,HONDA,ACCORD,2018,,2.4,Y
20240718,500,201451,LINCOLN,MKS AWD V6,2013,,0,N
20240725,38500,55360,MERCEDES,S450V4,2020,,4.1,Y
20240801,12750,64710,CHEVROLET,MALIBU,2018,,3.7,Y
20240808,1300,164742,NISSAN,ALTIMA 4C,2013,,1.3,Y
20240815,7000,162534,HONDA,PILOT,2015,,2,Y
20240821,13500,70370,NISSAN,VERSA,2021,,4.3,Y
20240828,6600,98563,VOLKSWAGEN,PASSAT 4C,2018,,0,Y
20250321,8750,85971,AUDI,A6 SPORT,2018,,2.5,N
20250129,900,177307,CHEVROLET,MALIBU,2019,,1,N
20241121,2050,100060,HYUNDAI,SONATA SE,2019,,1.4,N
20240920,4000,198146,SUBARU,CROSSTREK,2016,,1.6,N
20250520,1600,152880,SUBARU,OUTBACK,2006,,2,Y
20250515,4900,157533,NISSAN,ALTIMA FWD 4C,2020,,2.3,Y
20250502,800,186490,KIA,FORTE,2017,,0,N
20250513,600,333333,FORD,FOCUS FWD 4C,2016,,0,N
20250527,2200,176516,FORD,FUSION FWD 4C,2015,,2.5,Y
